Location Names,GUIJA,FINCA LOS ANDES,CANDELARIA DE LA FRONTERA,PLANES DE MONTECRISTO,SANTA ANA-UNICAES,CONCEPCION QUEZALTEPEQUE,LAS PILAS,NUEVA CONCEPCION,LA PALMA,PROCAFE,SAN ANDRES
Location Ids,A15,A18,A27,A31,A37,G12,G13,G3,G4,L48,L4
Time,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion
1980-02-08 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-09 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-10 07:00:00,0,-999,-999,0,0,0.4,0,0,0,0,0
1980-02-11 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-12 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-13 07:00:00,0,-999,-999,0,0,0.2,0,0,0,0,0
1980-02-14 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-15 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-16 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-17 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-18 07:00:00,0,-999,-999,0.2,0,0,0,0,0,0,0
1980-02-19 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-20 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-21 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-22 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-23 07:00:00,0.7,-999,-999,0,0,4.4,0.4,0,0.3,0,0
1980-02-24 07:00:00,0,-999,-999,0,0,0.8,0,0,0,0,0
1980-02-25 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
1980-02-26 07:00:00,0,-999,-999,0.3,0,0,1.8,0,0,0,0
1980-02-27 07:00:00,0,-999,-999,0.3,0,0,0,0,0,0,0
1980-02-28 07:00:00,0,-999,-999,0.8,0,0,0,0,0,0,0
1980-02-29 07:00:00,-999,-999,-999,-999,-999,0,0,-999,-999,0,-999
1980-03-01 07:00:00,0,-999,-999,0,0,0,0,0,0,0,0
